cluster,opponent,round,win_rate
positional,Stockfish-1400,250,50.0
positional,Stockfish-1000,260,35.0
positional,Stockfish-1200,260,10.0
positional,Stockfish-1400,260,45.0
positional,Stockfish-1000,270,45.0
positional,Stockfish-1200,270,55.0
positional,Stockfish-1400,270,20.0
positional,Stockfish-1000,280,45.0
positional,Stockfish-1200,280,40.0
positional,Stockfish-1400,280,40.0
positional,Stockfish-1000,290,50.0
positional,Stockfish-1200,290,25.0
positional,Stockfish-1400,290,15.0
positional,Stockfish-1000,300,60.0
positional,Stockfish-1200,300,20.0
positional,Stockfish-1400,300,25.0
positional,Stockfish-1000,310,60.0
positional,Stockfish-1200,310,35.0
positional,Stockfish-1400,310,60.0
positional,Stockfish-1000,320,50.0
positional,Stockfish-1200,320,40.0
positional,Stockfish-1400,320,35.0
positional,Stockfish-1000,330,50.0
positional,Stockfish-1200,330,40.0
positional,Stockfish-1400,330,20.0
positional,Stockfish-1000,340,65.0
positional,Stockfish-1200,340,40.0
positional,Stockfish-1400,340,15.0
positional,Stockfish-1000,350,50.0
positional,Stockfish-1200,350,45.0
positional,Stockfish-1400,350,30.0
