cluster,opponent,round,win_rate
positional,Stockfish-1400,250,25.0
positional,Stockfish-1000,260,35.0
positional,Stockfish-1200,260,20.0
positional,Stockfish-1400,260,35.0
positional,Stockfish-1000,270,35.0
positional,Stockfish-1200,270,20.0
positional,Stockfish-1400,270,0.0
positional,Stockfish-1000,280,60.0
positional,Stockfish-1200,280,40.0
positional,Stockfish-1400,280,30.0
positional,Stockfish-1000,290,35.0
positional,Stockfish-1200,290,40.0
positional,Stockfish-1400,290,5.0
positional,Stockfish-1000,300,25.0
positional,Stockfish-1200,300,35.0
positional,Stockfish-1400,300,10.0
positional,Stockfish-1000,310,50.0
positional,Stockfish-1200,310,55.0
positional,Stockfish-1400,310,30.0
positional,Stockfish-1000,320,25.0
positional,Stockfish-1200,320,45.0
positional,Stockfish-1400,320,30.0
positional,Stockfish-1000,330,45.0
positional,Stockfish-1200,330,45.0
positional,Stockfish-1400,330,20.0
positional,Stockfish-1000,340,45.0
positional,Stockfish-1200,340,35.0
positional,Stockfish-1400,340,30.0
positional,Stockfish-1000,350,45.0
positional,Stockfish-1200,350,60.0
positional,Stockfish-1400,350,20.0
